epoch,time
0,24.13234853744507
1,15.429091215133667
2,15.423507928848267
3,16.540951251983643
4,15.457618474960327
5,15.35123610496521
6,15.54865837097168
7,15.534058809280396
8,15.387843132019043
9,15.398118019104004
10,15.52563190460205
11,15.364869117736816
12,15.417568922042847
13,15.56722378730774
14,15.732839345932007
15,15.222318649291992
16,15.406630039215088
17,15.258124589920044
18,15.672744035720825
19,15.410321474075317
20,15.637290954589844
21,15.584643125534058
22,15.369017839431763
23,15.610441446304321
24,15.340718746185303
25,15.433149814605713
26,15.543678998947144
27,15.421973943710327
28,15.542576551437378
29,15.377856016159058
30,15.53718113899231
31,15.42871904373169
32,15.36919641494751
33,15.559143781661987
34,15.283443212509155
35,15.345126152038574
36,15.624229669570923
37,15.425737380981445
38,15.670292854309082
39,15.678486585617065
40,15.406198740005493
41,15.598804712295532
42,15.413753271102905
43,15.697461366653442
44,15.442304611206055
45,15.473051071166992
46,15.390469074249268
47,15.397722721099854
48,15.467425107955933
49,15.40732479095459
50,15.432296991348267
51,15.350484371185303
52,15.306795597076416
53,15.723516702651978
54,15.535656452178955
55,15.401705741882324
56,15.273718357086182
57,15.308748722076416
58,15.239993333816528
59,15.398864030838013
60,15.747183322906494
61,15.505147933959961
62,15.316497564315796
63,15.272215127944946
64,15.387558937072754
65,15.392382860183716
66,15.549053430557251
67,15.655092000961304
68,15.711584568023682
69,15.319429874420166
70,15.631024599075317
71,15.641936302185059
72,15.375917434692383
73,15.380711317062378
74,15.414048194885254
75,15.298450946807861
76,15.398356437683105
77,15.418391942977905
78,15.420253038406372
79,15.35524296760559
