epoch;categorical_accuracy;loss;val_categorical_accuracy;val_loss
0;0.17666666209697723;1.6762659549713135;0.24666666984558105;2.687382459640503
1;0.23000000417232513;1.6042191982269287;0.2199999988079071;1.9475736618041992
2;0.28333333134651184;1.5580579042434692;0.18666666746139526;1.5961157083511353
3;0.34833332896232605;1.5054255723953247;0.3333333432674408;1.5971176624298096
4;0.4000000059604645;1.4665074348449707;0.30666667222976685;1.5268001556396484
5;0.43666666746139526;1.4146512746810913;0.273333340883255;1.5515639781951904
6;0.45500001311302185;1.3694159984588623;0.3266666531562805;1.5532540082931519
7;0.47999998927116394;1.3291107416152954;0.273333340883255;1.5176022052764893
8;0.5083333253860474;1.2694671154022217;0.41333332657814026;1.5424021482467651
9;0.5616666674613953;1.1976802349090576;0.40666666626930237;1.451092004776001
10;0.6366666555404663;1.0348618030548096;0.4266666769981384;1.4095947742462158
11;0.7149999737739563;0.8879489302635193;0.5600000023841858;1.1149934530258179
12;0.7816666960716248;0.7345642447471619;0.5199999809265137;1.078160047531128
13;0.8133333325386047;0.6305040121078491;0.5866666436195374;0.970668613910675
14;0.8916666507720947;0.42984411120414734;0.8533333539962769;0.5537989139556885
15;0.9183333516120911;0.3371538519859314;0.7733333110809326;0.7217984199523926
16;0.9116666913032532;0.2915051579475403;0.699999988079071;0.7117317914962769
17;0.925000011920929;0.25652703642845154;0.8999999761581421;0.4422582983970642
18;0.9283333420753479;0.2437203973531723;0.47333332896232605;1.4319424629211426
19;0.9283333420753479;0.2270529866218567;0.5066666603088379;1.4024571180343628
20;0.9316666722297668;0.21908418834209442;0.7866666913032532;0.5901462435722351
21;0.9416666626930237;0.20542965829372406;0.8999999761581421;0.32569849491119385
22;0.9516666531562805;0.15421290695667267;0.9066666960716248;0.29177847504615784
23;0.9466666579246521;0.16666629910469055;0.8866666555404663;0.40640345215797424
24;0.9449999928474426;0.15587963163852692;0.7266666889190674;0.7483052611351013
25;0.971666693687439;0.10480332374572754;0.800000011920929;0.5440513491630554
26;0.9733333587646484;0.09816282987594604;0.9399999976158142;0.23856806755065918
27;0.9616666436195374;0.10708477348089218;0.7733333110809326;0.8026990294456482
28;0.9599999785423279;0.12035205960273743;0.7333333492279053;0.6657706499099731
29;0.9549999833106995;0.12985101342201233;0.8799999952316284;0.40847277641296387
30;0.95333331823349;0.13110323250293732;0.7666666507720947;0.7285747528076172
31;0.9783333539962769;0.07318275421857834;0.9266666769981384;0.2553039789199829
32;0.9766666889190674;0.06727070361375809;0.8066666722297668;0.6141625046730042
33;0.9750000238418579;0.08442515879869461;0.7066666483879089;1.3657352924346924
34;0.971666693687439;0.08046401292085648;0.40666666626930237;3.156222343444824
35;0.9649999737739563;0.11448701471090317;0.800000011920929;0.8533077239990234
36;0.971666693687439;0.08639229834079742;0.8666666746139526;0.43392935395240784
37;0.9850000143051147;0.051887139678001404;0.800000011920929;0.538989245891571
38;0.9833333492279053;0.05347299575805664;0.95333331823349;0.17153504490852356
39;0.9933333396911621;0.038811925798654556;0.9399999976158142;0.17946095764636993
40;0.9850000143051147;0.05177968740463257;0.8866666555404663;0.3870876431465149
41;0.9900000095367432;0.03836321085691452;0.9266666769981384;0.1762126386165619
42;0.9883333444595337;0.0366784930229187;0.9266666769981384;0.1928490251302719
43;0.9800000190734863;0.06332264840602875;0.9200000166893005;0.2765497863292694
44;0.9850000143051147;0.05494438856840134;0.9266666769981384;0.31848984956741333
45;0.9883333444595337;0.0423264317214489;0.95333331823349;0.19615468382835388
46;0.9850000143051147;0.03629544377326965;0.8999999761581421;0.3788379728794098
47;0.9766666889190674;0.043773140758275986;0.9466666579246521;0.23299317061901093
48;0.9866666793823242;0.029651008546352386;0.9399999976158142;0.19563235342502594
49;0.9783333539962769;0.0631692036986351;0.6466666460037231;1.502282977104187
50;0.9950000047683716;0.02649051509797573;0.5933333039283752;2.0433502197265625
51;0.9883333444595337;0.03103216178715229;0.9066666960716248;0.2591688930988312
52;0.9900000095367432;0.023581741377711296;0.8399999737739563;0.3944796323776245
53;0.9950000047683716;0.026702817529439926;0.8866666555404663;0.30157271027565
54;1.0;0.010378733277320862;0.9266666769981384;0.2402847856283188
55;0.9983333349227905;0.016384223476052284;0.9399999976158142;0.25987982749938965
56;0.996666669845581;0.013161285780370235;0.9599999785423279;0.15900157392024994
57;0.9933333396911621;0.02124612219631672;0.9466666579246521;0.16510048508644104
58;0.9883333444595337;0.021062195301055908;0.95333331823349;0.134896382689476
59;0.9916666746139526;0.029538262635469437;0.9466666579246521;0.17019623517990112
60;0.9700000286102295;0.07198622077703476;0.6466666460037231;1.642360806465149
61;0.9733333587646484;0.10107376426458359;0.6333333253860474;3.945171356201172
62;0.9633333086967468;0.1343827247619629;0.6000000238418579;1.3836199045181274
63;0.9766666889190674;0.07459742575883865;0.7066666483879089;1.3734148740768433
64;0.9833333492279053;0.04710571467876434;0.6933333277702332;1.0767415761947632
65;0.9900000095367432;0.03765588253736496;0.846666693687439;0.46394583582878113
66;0.9933333396911621;0.02157384157180786;0.8866666555404663;0.36877310276031494
67;1.0;0.012733181938529015;0.7333333492279053;1.0170365571975708
68;0.996666669845581;0.015907227993011475;0.95333331823349;0.19658489525318146
69;0.9933333396911621;0.028845498338341713;0.8866666555404663;0.395560622215271
70;0.996666669845581;0.01175631582736969;0.7666666507720947;0.9036964178085327
71;0.9850000143051147;0.05480268970131874;0.8999999761581421;0.2697373628616333
72;0.9916666746139526;0.02651958540081978;0.95333331823349;0.13274523615837097
73;0.9933333396911621;0.027178261429071426;0.8600000143051147;0.5021547675132751
74;0.9950000047683716;0.02173246629536152;0.9133333563804626;0.34674787521362305
75;0.9916666746139526;0.026455819606781006;0.8866666555404663;0.4078010022640228
76;0.9883333444595337;0.03398787975311279;0.8799999952316284;0.404849648475647
77;0.9950000047683716;0.019124284386634827;0.9599999785423279;0.20070594549179077
78;0.9983333349227905;0.010636081919074059;0.7933333516120911;0.9117559790611267
79;0.9950000047683716;0.013384857214987278;0.9200000166893005;0.3389224708080292
80;0.9933333396911621;0.01732652448117733;0.7933333516120911;0.8904042840003967
81;0.9950000047683716;0.021836793050169945;0.753333330154419;0.8728885054588318
82;0.996666669845581;0.011654949747025967;0.7799999713897705;0.9162912964820862
83;0.9950000047683716;0.01630845107138157;0.7933333516120911;0.7652597427368164
84;0.9916666746139526;0.024544555693864822;0.9466666579246521;0.15369446575641632
85;0.9933333396911621;0.022407522425055504;0.7666666507720947;1.0765929222106934
86;0.9900000095367432;0.021742360666394234;0.5133333206176758;4.170983791351318
87;0.9933333396911621;0.02995498664677143;0.9333333373069763;0.25910836458206177
88;1.0;0.009106474928557873;0.95333331823349;0.18336734175682068
89;0.996666669845581;0.008594482205808163;0.9599999785423279;0.20199251174926758
90;0.9916666746139526;0.019472962245345116;0.9466666579246521;0.29874172806739807
91;0.9983333349227905;0.01137588545680046;0.9466666579246521;0.25992003083229065
92;1.0;0.005147978663444519;0.8733333349227905;0.4619484543800354
93;1.0;0.006253673695027828;0.9599999785423279;0.21461202204227448
94;0.9816666841506958;0.043196070939302444;0.8600000143051147;0.7130123972892761
95;0.9816666841506958;0.054850660264492035;0.6933333277702332;1.3291212320327759
96;0.9766666889190674;0.06368229538202286;0.8999999761581421;0.3539561927318573
97;0.9933333396911621;0.02757398597896099;0.6666666865348816;2.1067233085632324
98;0.9916666746139526;0.016597917303442955;0.6600000262260437;1.6353768110275269
99;0.9983333349227905;0.00959700159728527;0.800000011920929;1.1280468702316284
100;0.996666669845581;0.01674833707511425;0.54666668176651;2.375901937484741
101;0.9866666793823242;0.02953028678894043;0.5199999809265137;2.036837339401245
102;0.9883333444595337;0.044742152094841;0.5733333230018616;4.0389814376831055
103;0.9866666793823242;0.04996452108025551;0.9266666769981384;0.2891045808792114
104;0.9866666793823242;0.03817494213581085;0.8199999928474426;0.563652753829956
105;0.9916666746139526;0.022221971303224564;0.9399999976158142;0.20540450513362885
106;0.9866666793823242;0.029743824154138565;0.846666693687439;0.7229902744293213
107;0.9900000095367432;0.0287628173828125;0.9200000166893005;0.3138384222984314
108;0.9900000095367432;0.034663472324609756;0.9266666769981384;0.330656498670578
109;0.9950000047683716;0.026922643184661865;0.9266666769981384;0.3888764977455139
110;0.9900000095367432;0.02750643715262413;0.9399999976158142;0.23162081837654114
111;0.9833333492279053;0.047473225742578506;0.8066666722297668;0.7126135230064392
112;0.996666669845581;0.014697887003421783;0.5600000023841858;2.5030856132507324
113;0.9983333349227905;0.009107820689678192;0.6733333468437195;1.3334256410598755
114;1.0;0.004501004237681627;0.9266666769981384;0.2992672324180603
115;1.0;0.0025644286070019007;0.9266666769981384;0.2444697618484497
116;0.996666669845581;0.007391640916466713;0.9599999785423279;0.20867495238780975
117;1.0;0.006515513639897108;0.8533333539962769;0.7303817272186279
118;0.9983333349227905;0.005158318672329187;0.9466666579246521;0.2829042673110962
119;1.0;0.0027636559680104256;0.9599999785423279;0.29349809885025024
120;1.0;0.002471166430041194;0.9599999785423279;0.20562736690044403
121;1.0;0.0030063167214393616;0.9666666388511658;0.2332638055086136
122;1.0;0.0026699749287217855;0.9399999976158142;0.3222874402999878
123;0.9983333349227905;0.00539697241038084;0.95333331823349;0.2322085052728653
124;0.9933333396911621;0.019512945786118507;0.8199999928474426;0.9480975270271301
125;0.9900000095367432;0.03235110640525818;0.8999999761581421;0.5385265350341797
126;0.9866666793823242;0.028792304918169975;0.746666669845581;1.164820909500122
127;0.9933333396911621;0.01948767714202404;0.8266666531562805;0.747117280960083
128;0.9983333349227905;0.008818100206553936;0.9599999785423279;0.18798331916332245
129;0.9983333349227905;0.008846085518598557;0.8799999952316284;0.4196534752845764
130;0.9933333396911621;0.024180909618735313;0.7599999904632568;1.2400799989700317
131;0.9950000047683716;0.01059460174292326;0.9266666769981384;0.2916658818721771
132;0.9983333349227905;0.004014637786895037;0.9466666579246521;0.17869478464126587
133;0.9983333349227905;0.004162473604083061;0.9399999976158142;0.24762704968452454
134;0.996666669845581;0.006945576518774033;0.9733333587646484;0.22071729600429535
135;1.0;0.0026207552291452885;0.7799999713897705;1.1393845081329346
136;1.0;0.004459046293050051;0.9733333587646484;0.1586967259645462
137;1.0;0.0016081120120361447;0.9666666388511658;0.19522246718406677
138;1.0;0.0012942799367010593;0.9666666388511658;0.17537938058376312
139;1.0;0.0018298521172255278;0.9666666388511658;0.12275923043489456
140;1.0;0.0014585524331778288;0.9733333587646484;0.14156180620193481
141;1.0;0.0017419297946617007;0.9800000190734863;0.14984101057052612
142;1.0;0.0011563203297555447;0.9333333373069763;0.3197347819805145
143;1.0;0.001315038069151342;0.9733333587646484;0.1967463195323944
