epoch;accuracy;loss;val_accuracy;val_loss
0;0.2795216739177704;1.7347428798675537;0.3420462906360626;1.5076459646224976
1;0.5003737211227417;1.2168335914611816;0.6676624417304993;0.918305516242981
2;0.6321001648902893;0.9676075577735901;0.7333831191062927;0.8023400902748108
3;0.7094544172286987;0.8264071941375732;0.8162807822227478;0.5602371692657471
4;0.753923773765564;0.7075708508491516;0.8424197435379028;0.5167904496192932
5;0.7746636867523193;0.6536447405815125;0.861090362071991;0.4277207851409912
6;0.8008221387863159;0.5912927389144897;0.8655713200569153;0.4148631989955902
7;0.8286621570587158;0.5224493741989136;0.8767737150192261;0.39512062072753906
8;0.8252989649772644;0.5111695528030396;0.8954443335533142;0.318758487701416
9;0.8426756262779236;0.48143449425697327;0.8917102217674255;0.31852859258651733
10;0.8613602519035339;0.4354459345340729;0.9178491234779358;0.25511959195137024
11;0.8682735562324524;0.4015059471130371;0.9058999419212341;0.26881834864616394
12;0.8766816258430481;0.3813164234161377;0.9006721377372742;0.2953140139579773
13;0.8807922005653381;0.3697306215763092;0.9148618578910828;0.23862263560295105
14;0.8903213739395142;0.34684303402900696;0.893203854560852;0.3054516315460205
15;0.8910687565803528;0.340580016374588;0.9268110394477844;0.2168838530778885
16;0.9039611220359802;0.30363842844963074;0.9215832948684692;0.22185753285884857
17;0.8970478177070618;0.31834205985069275;0.9268110394477844;0.21849560737609863
18;0.9127429127693176;0.28281480073928833;0.9305452108383179;0.22027739882469177
19;0.9162929654121399;0.2685557007789612;0.9305452108383179;0.2142227292060852
20;0.9166666865348816;0.25560876727104187;0.9387602806091309;0.1940300613641739
21;0.9226457476615906;0.2430695742368698;0.9320388436317444;0.21257653832435608
22;0.9235799908638;0.24485060572624207;0.93278568983078;0.22079770267009735
23;0.927503764629364;0.22838322818279266;0.8767737150192261;0.3850681483745575
24;0.9273169040679932;0.23368647694587708;0.7445855140686035;0.8652819395065308
25;0.9254484176635742;0.23577649891376495;0.9245705604553223;0.2393774390220642
26;0.9351644515991211;0.21917635202407837;0.9380134344100952;0.18793314695358276
27;0.9405829310417175;0.19575290381908417;0.9372665882110596;0.19009701907634735
28;0.9389013648033142;0.18624970316886902;0.9245705604553223;0.2263626605272293
29;0.943385660648346;0.17499162256717682;0.9380134344100952;0.19499140977859497
30;0.9418908953666687;0.184829980134964;0.9245705604553223;0.2471509873867035
31;0.9488041996955872;0.16527417302131653;0.9417475461959839;0.2026960849761963
32;0.9506726264953613;0.160723477602005;0.9185959696769714;0.2954675555229187
33;0.9484304785728455;0.1569339632987976;0.9215832948684692;0.24711847305297852
34;0.9463751912117004;0.1628669947385788;0.8625839948654175;0.44779807329177856
35;0.9514200091362;0.14430035650730133;0.9447348713874817;0.17735464870929718
36;0.9514200091362;0.156127467751503;0.9223300814628601;0.2561022937297821
37;0.9497384428977966;0.15652774274349213;0.9372665882110596;0.21692462265491486
38;0.9557175040245056;0.14517898857593536;0.9387602806091309;0.20900779962539673
39;0.9643124341964722;0.1188635528087616;0.943988025188446;0.21252423524856567
40;0.9600149393081665;0.14100302755832672;0.9507094621658325;0.17633143067359924
41;0.9624439477920532;0.13327734172344208;0.9088872075080872;0.3333616256713867
42;0.9575859308242798;0.14096589386463165;0.949215829372406;0.1995578110218048
43;0.966554582118988;0.11606208980083466;0.9447348713874817;0.2027042955160141
44;0.9622570872306824;0.12477891892194748;0.9372665882110596;0.2024131417274475
45;0.9639387130737305;0.12093297392129898;0.9365198016166687;0.24290908873081207
46;0.9637518525123596;0.12069154530763626;0.9395070672035217;0.2026839256286621
47;0.9607623219490051;0.13244616985321045;0.9238237738609314;0.28607964515686035
48;0.9650598168373108;0.12449852377176285;0.9372665882110596;0.2429378628730774
49;0.9697309136390686;0.10101386904716492;0.9335324764251709;0.22655333578586578
50;0.9695441126823425;0.10293175280094147;0.9462285041809082;0.21014434099197388
51;0.9673019647598267;0.11971671879291534;0.9499626755714417;0.19459222257137299
52;0.9717862606048584;0.09843526780605316;0.9380134344100952;0.25087255239486694
53;0.9639387130737305;0.11346668004989624;0.9447348713874817;0.20919929444789886
54;0.9701046347618103;0.1043093129992485;0.9357729554176331;0.25530990958213806
55;0.9684230089187622;0.10482820123434067;0.9402539134025574;0.2316950410604477
56;0.9727205038070679;0.08880047500133514;0.9395070672035217;0.24407559633255005
57;0.9723467826843262;0.09375496208667755;0.920089602470398;0.3097350001335144
58;0.9747757911682129;0.08391642570495605;0.9417475461959839;0.22207504510879517
59;0.966554582118988;0.1134830117225647;0.7363704442977905;1.3319512605667114
60;0.96898353099823;0.10713645070791245;0.93278568983078;0.2575852572917938
61;0.9736546874046326;0.08665024489164352;0.9484689831733704;0.1920522302389145
62;0.9772047996520996;0.08027242124080658;0.9283047318458557;0.2593756318092346
63;0.9768310785293579;0.07587307691574097;0.9335324764251709;0.28977781534194946
64;0.9770179390907288;0.08050985634326935;0.9484689831733704;0.22926819324493408
65;0.9721599221229553;0.0939425379037857;0.9320388436317444;0.28905171155929565
66;0.9721599221229553;0.09145823866128922;0.9372665882110596;0.2541266977787018
67;0.9701046347618103;0.09650405496358871;0.9432412385940552;0.22657924890518188
68;0.9744020700454712;0.08282537758350372;0.9462285041809082;0.2176993191242218
69;0.9730941653251648;0.09049317240715027;0.9387602806091309;0.25706350803375244
70;0.9751494526863098;0.08487320691347122;0.9297983646392822;0.2910504937171936
71;0.9753363132476807;0.07839266955852509;0.954443633556366;0.19754472374916077
72;0.9760836958885193;0.089170441031456;0.9462285041809082;0.23074527084827423
73;0.9798206090927124;0.07216756045818329;0.9522031545639038;0.19421572983264923
74;0.9796338081359863;0.06878276914358139;0.9275578856468201;0.29150521755218506
75;0.9744020700454712;0.08366125077009201;0.9387602806091309;0.24899086356163025
76;0.980567991733551;0.06197114288806915;0.9477221965789795;0.23060546815395355
77;0.9762705564498901;0.07760504633188248;0.9290515184402466;0.312140554189682
78;0.9781390428543091;0.067039355635643;0.949215829372406;0.23429183661937714
79;0.9820627570152283;0.06446246057748795;0.9253174066543579;0.3598209023475647
