epoch,time
0,4.176812171936035
1,0.6009454727172852
2,0.5867598056793213
3,0.5287134647369385
4,0.5588879585266113
5,0.5404813289642334
6,0.5182528495788574
7,0.5620946884155273
8,0.5157184600830078
9,0.5772933959960938
10,0.5538263320922852
11,0.5463886260986328
12,0.6052837371826172
13,0.6176183223724365
14,0.6448707580566406
15,0.5775558948516846
16,0.5322778224945068
17,0.5959641933441162
18,0.5370903015136719
19,0.570380449295044
20,0.6424911022186279
21,0.5450952053070068
22,0.5289502143859863
23,0.5439846515655518
24,0.5140566825866699
25,0.5115654468536377
26,0.5392289161682129
27,0.5155000686645508
28,0.49886465072631836
29,0.503861665725708
30,0.5413680076599121
31,0.5455446243286133
32,0.5467987060546875
33,0.5533866882324219
34,0.5479559898376465
35,0.6096014976501465
36,0.5300576686859131
37,0.5232999324798584
38,0.5724151134490967
39,0.5073873996734619
40,0.499056339263916
41,0.4911012649536133
42,0.512641191482544
43,0.48915553092956543
44,0.4927213191986084
45,0.49559569358825684
46,0.502936601638794
47,0.5081357955932617
48,0.4962038993835449
49,0.5113823413848877
50,0.5326070785522461
51,0.5189251899719238
52,0.5253689289093018
53,0.5152270793914795
54,0.5314257144927979
55,0.5259518623352051
56,0.5693092346191406
57,0.5194039344787598
58,0.6069304943084717
59,0.49665379524230957
60,0.48059964179992676
61,0.49234914779663086
62,0.48187971115112305
63,0.5024051666259766
64,0.4914116859436035
65,0.5037531852722168
66,0.4842991828918457
67,0.49664974212646484
68,0.5223510265350342
69,0.5364818572998047
70,0.5096683502197266
71,0.5313460826873779
72,0.5587167739868164
73,0.531425952911377
74,0.5460805892944336
75,0.5235543251037598
76,0.5395927429199219
77,0.5285422801971436
78,0.6416661739349365
79,0.5018301010131836
80,0.5158677101135254
81,0.4952354431152344
82,0.4957916736602783
83,0.48624610900878906
84,0.540276288986206
85,0.5076642036437988
86,0.5238752365112305
87,0.501962423324585
88,0.5445556640625
89,0.5419752597808838
90,0.6016418933868408
91,0.6156001091003418
92,0.6602580547332764
93,0.5736069679260254
94,0.5311698913574219
95,0.5302786827087402
96,0.5737948417663574
97,0.5399093627929688
98,0.4923720359802246
99,0.4741709232330322
100,0.4788689613342285
101,0.47685933113098145
102,0.4846992492675781
103,0.4848334789276123
104,0.5018107891082764
105,0.4948241710662842
106,0.49423718452453613
107,0.6086556911468506
108,0.7430591583251953
109,0.7185626029968262
110,0.6940410137176514
111,0.6632404327392578
112,0.7198536396026611
113,0.751591682434082
114,0.7462992668151855
115,0.7138054370880127
116,0.6592352390289307
117,1.0213792324066162
118,0.7335484027862549
119,0.7141420841217041
120,0.7500274181365967
121,1.0440990924835205
122,1.1220767498016357
123,1.0202445983886719
124,0.9315981864929199
125,0.8901433944702148
126,0.7303919792175293
127,0.7436673641204834
128,0.8021407127380371
129,0.9917612075805664
130,1.0618317127227783
131,1.2334587574005127
132,0.8936967849731445
133,1.2733380794525146
134,1.0407111644744873
135,0.8900601863861084
136,0.836808443069458
137,0.7933120727539062
138,0.6665010452270508
139,0.6032605171203613
140,0.5723087787628174
141,0.5746324062347412
142,0.5743789672851562
143,0.6022753715515137
144,0.5528216361999512
145,0.6205868721008301
146,0.572258710861206
147,0.5559818744659424
148,0.6336460113525391
149,0.6319422721862793
150,0.6555361747741699
151,0.6635293960571289
152,0.6407876014709473
153,0.5446856021881104
154,0.5070042610168457
155,0.5182614326477051
156,0.5146846771240234
157,0.513646125793457
158,0.5006148815155029
159,0.543799877166748
