epoch,time
0,17.289965629577637
1,12.066064596176147
2,12.414875268936157
3,13.416165590286255
4,12.120609998703003
5,12.02890419960022
6,12.159281730651855
7,11.960537195205688
8,11.935552835464478
9,11.926535844802856
10,11.998131513595581
11,12.21080207824707
12,12.251127243041992
13,12.58127737045288
14,12.157700061798096
15,12.12351393699646
16,12.088088035583496
17,12.100452899932861
18,12.147823810577393
19,12.140068769454956
20,12.25392484664917
21,12.433417558670044
22,12.370008707046509
23,12.157880783081055
24,13.529613971710205
25,12.099534273147583
26,12.369655847549438
27,12.471801519393921
28,12.291821718215942
29,12.18201994895935
30,12.056275367736816
31,12.067118644714355
32,12.209315299987793
33,12.706716060638428
34,11.993803977966309
35,12.225933074951172
36,11.832223415374756
37,11.903375387191772
38,11.83352541923523
39,11.856382608413696
40,11.916414976119995
41,12.217919826507568
42,11.839828729629517
43,12.235461473464966
44,11.865622997283936
45,12.497675895690918
46,12.144767761230469
47,12.076308965682983
48,11.924209356307983
49,11.822646617889404
50,12.128671646118164
51,11.820840120315552
52,12.022766590118408
53,12.122764110565186
54,12.043075799942017
55,11.8211350440979
56,11.869316101074219
57,12.155839920043945
58,12.614103078842163
59,11.92223596572876
60,12.02651834487915
61,12.25471568107605
62,12.146269798278809
63,11.919668436050415
64,12.092010259628296
65,11.963605403900146
66,12.009682416915894
67,11.906730651855469
68,11.93553376197815
69,11.96094799041748
70,11.820087909698486
71,11.841119289398193
72,11.878224611282349
73,12.062040328979492
74,12.946237325668335
75,11.878191232681274
76,11.850151777267456
77,11.886645078659058
78,11.892138957977295
79,11.781362533569336
